wavelength,power
609nm(mW/m^2),828.995000
610nm(mW/m^2),368.423000
611nm(mW/m^2),792.191000
612nm(mW/m^2),208.588000
613nm(mW/m^2),70.195000
614nm(mW/m^2),295.471000
615nm(mW/m^2),199.326000
616nm(mW/m^2),336.105000
617nm(mW/m^2),6.996000
618nm(mW/m^2),64.484000
619nm(mW/m^2),376.678000
620nm(mW/m^2),61.998000
621nm(mW/m^2),972.534000
622nm(mW/m^2),577.179000
623nm(mW/m^2),537.094000
624nm(mW/m^2),743.668000
625nm(mW/m^2),64.041000
626nm(mW/m^2),357.391000
627nm(mW/m^2),682.602000
628nm(mW/m^2),313.141000
629nm(mW/m^2),381.348000
630nm(mW/m^2),975.525000
631nm(mW/m^2),935.532000
632nm(mW/m^2),487.656000
633nm(mW/m^2),43.219000
634nm(mW/m^2),837.601000
635nm(mW/m^2),411.285000
636nm(mW/m^2),412.292000
637nm(mW/m^2),702.911000
638nm(mW/m^2),436.188000
639nm(mW/m^2),337.936000
640nm(mW/m^2),834.229000
641nm(mW/m^2),787.567000
642nm(mW/m^2),25.192000
643nm(mW/m^2),100.067000
644nm(mW/m^2),71.521000
645nm(mW/m^2),994.507000
646nm(mW/m^2),361.267000
647nm(mW/m^2),9.505000
648nm(mW/m^2),752.625000
649nm(mW/m^2),86.319000
650nm(mW/m^2),821.579000
651nm(mW/m^2),638.626000
652nm(mW/m^2),739.792000
653nm(mW/m^2),40.924000
654nm(mW/m^2),929.977000
655nm(mW/m^2),151.108000
656nm(mW/m^2),876.328000
657nm(mW/m^2),34.348000
658nm(mW/m^2),986.572000
659nm(mW/m^2),917.618000
660nm(mW/m^2),513.184000
661nm(mW/m^2),940.117000
662nm(mW/m^2),589.684000
663nm(mW/m^2),94.912000
664nm(mW/m^2),472.542000
665nm(mW/m^2),918.671000
666nm(mW/m^2),586.975000
667nm(mW/m^2),910.683000
668nm(mW/m^2),1.082000
669nm(mW/m^2),823.528000
670nm(mW/m^2),294.762000
671nm(mW/m^2),17.511000
672nm(mW/m^2),74.501000
673nm(mW/m^2),698.673000
674nm(mW/m^2),93.208000
675nm(mW/m^2),609.783000
676nm(mW/m^2),453.693000
677nm(mW/m^2),54.718000
678nm(mW/m^2),933.208000
679nm(mW/m^2),374.355000
680nm(mW/m^2),800.308000
681nm(mW/m^2),211.521000
682nm(mW/m^2),768.938000
683nm(mW/m^2),531.712000
684nm(mW/m^2),436.785000
685nm(mW/m^2),402.058000
686nm(mW/m^2),494.926000
687nm(mW/m^2),648.945000
688nm(mW/m^2),753.525000
689nm(mW/m^2),789.751000
690nm(mW/m^2),846.853000
691nm(mW/m^2),2.602000
692nm(mW/m^2),292.549000
693nm(mW/m^2),660.336000
694nm(mW/m^2),76.485000
695nm(mW/m^2),453.903000
696nm(mW/m^2),770.985000
697nm(mW/m^2),93.311000
698nm(mW/m^2),503.139000
699nm(mW/m^2),4.465000
700nm(mW/m^2),528.047000
701nm(mW/m^2),60.916000
702nm(mW/m^2),618.807000
703nm(mW/m^2),227.251000
704nm(mW/m^2),820.677000
705nm(mW/m^2),344.087000
706nm(mW/m^2),697.656000
707nm(mW/m^2),977.897000
708nm(mW/m^2),488.944000
709nm(mW/m^2),269.941000
710nm(mW/m^2),193.058000
711nm(mW/m^2),994.085000
712nm(mW/m^2),733.994000
713nm(mW/m^2),410.987000
714nm(mW/m^2),950.794000
715nm(mW/m^2),462.125000
716nm(mW/m^2),69.843000
717nm(mW/m^2),783.964000
718nm(mW/m^2),488.178000
719nm(mW/m^2),202.247000
720nm(mW/m^2),913.326000
721nm(mW/m^2),541.596000
722nm(mW/m^2),128.614000
723nm(mW/m^2),769.624000
724nm(mW/m^2),610.749000
725nm(mW/m^2),574.862000
726nm(mW/m^2),617.533000
727nm(mW/m^2),566.475000
728nm(mW/m^2),274.689000
729nm(mW/m^2),875.851000
730nm(mW/m^2),532.598000
731nm(mW/m^2),384.323000
732nm(mW/m^2),28.064000
733nm(mW/m^2),16.427000
734nm(mW/m^2),680.346000
735nm(mW/m^2),417.562000
736nm(mW/m^2),365.064000
737nm(mW/m^2),437.368000
738nm(mW/m^2),401.052000
739nm(mW/m^2),245.154000
740nm(mW/m^2),955.185000
741nm(mW/m^2),729.589000
742nm(mW/m^2),648.862000
743nm(mW/m^2),541.046000
744nm(mW/m^2),32.314000
745nm(mW/m^2),150.907000
746nm(mW/m^2),143.283000
747nm(mW/m^2),217.358000
748nm(mW/m^2),171.689000
749nm(mW/m^2),78.163000
750nm(mW/m^2),992.953000
751nm(mW/m^2),904.596000
752nm(mW/m^2),82.844000
753nm(mW/m^2),733.466000
754nm(mW/m^2),595.794000
755nm(mW/m^2),482.059000
756nm(mW/m^2),441.121000
757nm(mW/m^2),474.101000
758nm(mW/m^2),423.239000
759nm(mW/m^2),303.885000
760nm(mW/m^2),273.724000
761nm(mW/m^2),311.947000
762nm(mW/m^2),325.309000
763nm(mW/m^2),106.046000
764nm(mW/m^2),798.282000
765nm(mW/m^2),648.634000
766nm(mW/m^2),640.288000
767nm(mW/m^2),689.621000
768nm(mW/m^2),826.533000
769nm(mW/m^2),963.566000
770nm(mW/m^2),925.496000
771nm(mW/m^2),847.454000
772nm(mW/m^2),887.351000
773nm(mW/m^2),57.459000
774nm(mW/m^2),891.178000
775nm(mW/m^2),349.313000
776nm(mW/m^2),90.113000
777nm(mW/m^2),665.438000
778nm(mW/m^2),68.551000
779nm(mW/m^2),68.551000
780nm(mW/m^2),68.551000
